username,rating pengguna,review,tanggal
Pengguna Google,2,signal sangat buruk di gading serpong cibogo kulon kelapa dua...harga paket data jg lumayan mahal,2026-04-25 11:11:46
Pengguna Google,1,"makin kesini makin kesana ni sinyal Indosat , lemot banget astaga , harga dimahalin tapi jaringan dilemotin .!!! apalah , menyesal saya pakai ini kartu",2026-04-25 11:08:27
Pengguna Google,1,nabule jaringan setan sanda iklas beli,2026-04-25 10:36:14
Pengguna Google,3,makin ke sini makin lemod,2026-04-25 10:26:16
Pengguna Google,2,"ini kenapa ya aplikasinya, sering buka paksa ponsel ku, ngarahin ke situs im3. semua notifikasi dan semua yang berhubungan dengan pemberitahuan atau apapun aku matiin semua tapi tetap selalu buka paksa ponselku. pas main game tiba2 ngarahin ke situsnya, pas situasi penting pas lagi ngedit kerjaan, baca, nonton video kok bisa2nya ngarahin ke situsnya tiba2. padahal di aplikasinya sampai aku matiin semua, seumur hidup baru ini aplikasi seganas ini kaya virus, bahkan kaya hacker aja.😡",2026-04-25 10:24:57
Pengguna Google,5,"bagaimana cara nya mendapatkan bones nya,donwlod sekarang",2026-04-25 10:19:53
Pengguna Google,1,"signalnya buruk, sering nge-lag",2026-04-25 09:46:43
Pengguna Google,1,paketan data makin mahal tp kualitas sinyal bintang 1,2026-04-25 09:41:21
Pengguna Google,1,ini aplikasi semangkin gak jelas beli paket 20gb untuk bayar pulsa darurat tapi kuota nya tetep gak bertmaba tolong di perbaiki pas turnamen FF sering sekali kena score dari Garena jaringan 999+ kesel banget,2026-04-25 09:27:22
Pengguna Google,1,aplikasi nya jelek sudah 2 mingguan sinyalnya mati terus mohon diperbaiki,2026-04-25 09:05:44
Pengguna Google,5,cepatt,2026-04-25 08:53:48
Pengguna Google,1,"Aplikasi busuk, saa beli pulsa dan oaket gif tidak masuk to pulsa terpotong, sunguh ironi sekali",2026-04-25 08:53:12
Pengguna Google,1,perasaan kuota nya boros bngt padahal nnton vdeo juga kualitas rendah,2026-04-25 08:45:47
Pengguna Google,1,"bisa ngga sih notif nya yang biasa aja,ganggu tau,udah di pencet batal malah masuk ke web,paling ganggu pas lagi main game, please notif nya yang biasa aja",2026-04-25 08:43:29
Pengguna Google,5,bagus poko ya ini adalah saynag ku,2026-04-25 08:31:50
Pengguna Google,1,"kartu ga jelas ,beli paket bayar pake dana, paketin yang 15GB 7 hari, notif dari Indosatnya blm masuk notif aktif paketnya tapi dana gua udh kepotong Rugi amat kartu scam macam apa ini penipuan.",2026-04-25 07:36:00
Pengguna Google,1,"hari ini im3 gangguankah, knp ga bisa sam sek ya",2026-04-25 07:35:02
Pengguna Google,2,"saya kecewa banget heee😭🥺baru juga saya beli pulsa 30000 ,eh pas malam tiba, pas mau di beliin paket ,ternyata malah ilang ke sedot pulsanya. TOLONG JAWAB DAN PERBAIKI LAGI.🥺🥺🥺😭😭😭😭",2026-04-25 07:31:26
Pengguna Google,1,pulsa terpotong otomatis mulu,2026-04-25 07:07:45
Pengguna Google,1,"ijin nih min gak tau kenapa beli kartu infosat sekarang pas login ke my im3, udah tertera nama orang ,terus banyak yang nelpon tagihan ini kartu lama di aktifin lagi apa gmna ya risih ke kita sebagai pengguna ,belum LTE nya gak bisa nyalaa padahal udah di nyalain tapi gak muncul ,padahal kartu yang dlu bener bener aman bagus ko makin sini makin aneh aja ni indosat ,gmna min mohon perbaikan nya ini ,1. kartu kaya bekas make orang banyak yang telpon,2. sinyal LTE gak bisa aktif ,gimana ini indosat",2026-04-25 07:06:47
Pengguna Google,3,"Kenapa pulsanya selaaalu berkurang sedangkan data masih banyak, padahal gak di pakai buat tlpon atau sms. lama-lama nheselin indosat !!",2026-04-25 06:58:37
Pengguna Google,1,udah paketan lebih mahal dari oprator lain lemot pula banyak gangguan,2026-04-25 06:54:02
Pengguna Google,1,terlalu banyak spam iklan sangat mengganggu,2026-04-25 06:52:22
Pengguna Google,1,"makin gak jelas jaringan nya ini, paket masih 44 GB, buat main game jaringan 200 ms mulu, padahal di jakarta ini.",2026-04-25 06:44:02
Pengguna Google,5,good,2026-04-25 06:39:33
Pengguna Google,3,"bagus, cuma sekarang jaringan aga susah, mana paketnya sekarang mahal""",2026-04-25 05:53:14
Pengguna Google,3,jaringan im3 nya mulai jelek. jelek dan terus jelek dan selalu ngeleg. kenapa im3 ini semakin hari semakin buruk jaringan nya.tolonglah min jgn dipersulit kami sebagai pelanggan mu.klau gak bisa dipakai lagi. ganti aja nama jaringan nya dan kartu nya min.biar kami gak selalu kecewa memakai nya. tolong dipahami min. Terima ksh,2026-04-25 05:24:52
Pengguna Google,1,buat apa apa GC bisa... jelek sekali,2026-04-25 05:22:31
Pengguna Google,1,Halo Indosat kenapa skrng setiap Isi Pulsa.Pulsa Saya Terpotong dengan Sendirinya padahal Saya Tidak Langganan apa².saya merasa di Rugikan klau kaya gini cara nya sama Saja anda mencuri klau cara nya seperti ini.mohon Tanggung jawab nya klau bisa balikin lagi pulsa Saya yang Sudah di ambil mngkin sudah sampai 100rb an yg sudah di ambil Saya Tunggu konfirmasi nya dalam waktu 1x24 jam terimakasih,2026-04-25 05:00:52
Pengguna Google,1,"kikir! sekarang kuota bulanan 100rb+ semua, dulu padahal 85rban doang loh, tambah mahal doang tp internet ga tambah lancar",2026-04-25 04:46:59
Pengguna Google,1,"kartu nggak jelas, pulsa tiba tiba hilang sendiri gilak",2026-04-25 04:42:43
Pengguna Google,1,ngeleg bet tolol,2026-04-25 04:38:10
Pengguna Google,1,akhir akhir ini sinyal Indosat tidak stabil mohon untuk di tindak lanjuti.. bosok,2026-04-25 04:36:47
Pengguna Google,5,bagus,2026-04-25 04:33:52
Pengguna Google,1,sinyal sering hilang khusus daerah kota mojokerto,2026-04-25 04:30:18
Pengguna Google,1,kesel banget pas main ml sinyal nya lemot,2026-04-25 04:07:09
Pengguna Google,2,"sering banget gangguan jaringan, sampai main game sama search saja lama bahkan tidak ada sinyal sama sekali padahal daerah kota",2026-04-25 03:40:08
Pengguna Google,1,terlalu banyak iklan pop up yg tiba2 buka browser,2026-04-25 03:20:53
Pengguna Google,1,kartu tai,2026-04-25 03:05:25
Pengguna Google,1,"wey mending kalian jagn pake apk ini kalo kalian GK mau nyesel ,. wey Indosat ngapa kartu kamu itu sangat jelek sekali,ada angin sedikit langsung ngelk ada hujan dikit langsung ngelk gw udh mual Sama apk Indosat ini GK guna kartu Indosat harus di buang aj dari Indonesia GK guna ngelk terus beda kayak kartu yg lain gw mau pindah kartu ke XL lebih murah dan GK ngelk",2026-04-25 02:58:21
Pengguna Google,5,sangat mudah bertransaksi lewat my IM3,2026-04-25 02:45:21
Pengguna Google,5,"im3 bd0, kase niat klo mo buat jaringan serasa main d hutan klo pke im3",2026-04-25 02:19:44
Pengguna Google,1,"PLIS KALIAN GAUSAH BELI INI KARTU. MAHAL DOANG TAPI PERNAH DITINGKATIN INI JARINGAN, SEMUA WILAYAH NGELAG PARAH",2026-04-25 02:11:41
Pengguna Google,1,"tolong jangan suka masuk ke google chrome secara tiba tiba menghambat pekerjaan orang, saya pengguna setia Indosat jangan sampai orang berpaling ke lain perihal ini, sementara saya kasi bintang 1 kalau sudah di perbaiki saya kasi bintang 10",2026-04-25 02:11:09
Pengguna Google,2,"jaringan indosat dan tri sekarang makin aneh saya pakai 2 kartu itu sebagai data satunya buat cadangan dan keduanya selalu ada kuota dan dulu kala bagus kencang tapi sekarang , habis isi kuota sudah sejam lebih buat browsing sering muter2 doang kalau gak dimode pesawat dulu lalu matikan lagi mode pesawat baru bisa, sore balik lagi muter2 lagi balik lagi mode pesawat lalu matikan pesawat bisa lagi, aneh dulu2 gak gini2 amat mulai jelek kualitasnya, kecewa dengan hasilnya",2026-04-25 01:43:30
Pengguna Google,2,punya dua nomor tapi gabisa pindah nomornya,2026-04-25 00:21:56
Pengguna Google,4,"Saran buat sikuning agar menambahkan fitur jaga pulsa, Krn disini saya tidak menemukan fitur tsb. padahal fitur ini sangat berguna agar pulsa tetep aman tidak terpakai ketika paket data habis/ lupa mengisi. di aplikasi merah dan beberapa aplikasi serupa fitur ini ada.",2026-04-24 22:54:21
Pengguna Google,1,kapan provider ini bagus jaringan nya. memang taik ini provider,2026-04-24 22:40:13
Pengguna Google,1,"INNALILAHI WAINNA ILLAIHI ROJIUN, IM3 DIAM-DIAM MENERAPKAN MODE BOROS !!!!! IM3 (INDOSAT) MAKIN TOLOL !!! MULAI DETIK INI GAK AKAN ISI PAKET MAUPUN PULSA LAGI, KALAU INGIN ISI / BELI KUOTA PAKAI KARTU LAIN SAJA SEPERTI AXIS, 3 .",2026-04-24 22:22:45
Pengguna Google,5,bagus,2026-04-24 19:50:57
Pengguna Google,1,"sinyalnya sekarang makin parah ,, gak ada perbaikan dari pihak Indosat harga kuota mahal tapi kualitas buruk ,, bikin customer kecewa,, tolong pihak Indosat di respon dan di perbaiki jaringan sinyalnya",2026-04-24 19:45:50
Pengguna Google,2,paket kuota eror,2026-04-24 19:09:33
Pengguna Google,1,"mohon maaf min, saya top up pulsa 50k lewat brimo, kok yang masuk 36k... mohon diperbaiki min🙏",2026-04-24 16:56:34
Pengguna Google,1,semakin kesini semakin kesana ni Sinyal ga jelas emang padahal baru ngisi 100gb,2026-04-24 16:43:26
Pengguna Google,1,"kecewa sumpah sama Indosat, dulu jaringannya stabil tapi kenapa pas gabung sama Tri peforma nya jadi turun drastis dulu buat game lancar tapi sekarang patah patah sering trotling ga jelas",2026-04-24 16:35:35
Pengguna Google,1,"SINYAL JELEK BANGET ASTAGHFIRULLAH,MAKIN HARI MAKIN JELEK SINYAL !!!!",2026-04-24 16:19:52
Pengguna Google,1,"sekarang paket data 1 bulan cuma 28 hari ya, bukan 30 hari ya, kenapa bisa dijelaskan",2026-04-24 16:12:17
Pengguna Google,5,mantap,2026-04-24 16:10:09
Pengguna Google,1,dulu sangat lancar sekarang kayak siput lemot banget sumpah gk suka,2026-04-24 15:55:16
Pengguna Google,1,"payah sekali dr awal bulan sinyal jumping jumping mulu,udah di report tp tetep aja kaya gini lapor ulang mulu. tolong dong indosat di benerin sinyalnya jangan mahal doang sinyal bobrok",2026-04-24 15:51:53
Pengguna Google,1,"tolong jaringan diperbaiki, makin hari bukan makin bagus malah tambak buruk,!",2026-04-24 15:38:37
Pengguna Google,1,kartu bngsssssssatt,2026-04-24 15:31:36
Pengguna Google,3,👍,2026-04-24 15:20:42
Pengguna Google,1,sinyal internet jelek sekali,2026-04-24 15:18:19
Pengguna Google,1,"kebiasaan Indosat gw beli paket 100gb masih ada sisa 25gb sinyalnya malah dijelek""in, mending lu benerin dulu tuh sinyal,emg males kalo pake indosat kikir ke sinyal padahal paket masih banyak maksa buat beli paket baru lagi",2026-04-24 15:12:07
Pengguna Google,1,"JELEKKKKK,udh jringan suka hilang,ini kuota 11 mb ga sampe satu jam tiba tiba habiss,minussssssss -100000000",2026-04-24 15:10:30
Pengguna Google,1,Mohon jaringan im3 di baguskan alamat : perkebunan sennah . di belik mahal mahal browsing lag parah .jangan makan gaji buta dong kalau kendala sikit aja gak bisa kalian bagusin .,2026-04-24 15:05:19
Pengguna Google,3,gila jaringanya bnr bnr parah sinyal penuh. lemot bnget...,2026-04-24 14:57:23
Pengguna Google,1,"smkin buruk sinyalnya. lemot gg pagi, siang, sore, malam. dulu dulu gag bgni",2026-04-24 14:56:29
Pengguna Google,1,"jaringan sering hilang tidak jelas, padahal pemakai yang lain bagus bagus aja sinyalnya, sedangkan saya semenjak perpanjangan kuota saya malah gini sangat mengganggu pemakai",2026-04-24 14:51:29
Pengguna Google,1,sinyal m3 kayak taiiiiiiiiiiiiiiiiiik bgt akhr2 ini,2026-04-24 14:46:46
Pengguna Google,1,jaringan Indosat makin kesini makin jelek kalah sama semart fren dan yg lain lain Indosat lemot,2026-04-24 14:38:07
Pengguna Google,1,coba jangan laba trus yg d pikirkan tp pelanggan jg...harga sama pelayanan jaringan internet g ngotak,2026-04-24 14:37:43
Pengguna Google,2,"Makin kesini makin mahal paketan nya, udah 28 hari harga makin lama makin naik terus, harga mahal paketan cman berpa GB aja dapat nya sebelah tu murah meriah",2026-04-24 14:31:49
Pengguna Google,1,gak jelas banget baru beli kartu nya masa gak ad kuotanya hadeh ingat temen temen jangan beli kartu Indosat lagi mending beli kartu Bayu aj,2026-04-24 14:28:08
Pengguna Google,1,"sangat sangat buruk, jaringannya sering lag gak jelas,",2026-04-24 14:23:54
Pengguna Google,1,jelek,2026-04-24 14:21:55
Pengguna Google,1,Aplikasinya bagus jaringan nya lemot kadang sinyal hilang tiba tiba,2026-04-24 14:19:50
Pengguna Google,1,"Paketan elit sinyal sulit, paketan tambah mahal bukanya tambah gampang malah tambah kek 💩",2026-04-24 14:13:05
Pengguna Google,1,"Tanpa ada sebab pulsa terus terpotong, apa tiap masuk sms promo iklan M3 nyedot pulsa pelanggan, lama lama abis pulsa tidak tersisa,.",2026-04-24 14:12:10
Pengguna Google,1,perbaiki sinyal Luh gua tinggal d jakarta TPI rasa tinggal d hutan Luh jangan enak nya aja gua ngluarin duit beli Kouta buat ngerasain internet mulus bukan internet lemot,2026-04-24 14:11:37
Pengguna Google,1,jelek banget sihh sinyal Indosat kecewa 😠😠😠😠😠😠😠,2026-04-24 14:02:32
Pengguna Google,2,berasa ga punya kuota gue,2026-04-24 13:57:25
Pengguna Google,1,sinyal ny sangat2 susah... main mlbb aja banyak lagnya..chat wa aja lama gak terkirim2,2026-04-24 13:54:49
Pengguna Google,5,m3 semakin hari kualitas y smakin buruk,2026-04-24 13:51:51
Pengguna Google,1,jaringan tidak stabil,2026-04-24 13:23:48
Pengguna Google,2,makin kesini m3 makin parah jaringannya....,2026-04-24 13:16:31
Pengguna Google,1,ngga stabil wk,2026-04-24 13:14:59
Pengguna Google,1,"Indosat payah ini, padahal udah langganan yang platinum",2026-04-24 12:54:37
Pengguna Google,5,mantap,2026-04-24 12:44:50
Pengguna Google,1,"knp sih signal indosat? bnr2 jlk bgt uda bbrpa hari, uda di restart bgimana pun ttp jlkkk!",2026-04-24 12:42:02
Pengguna Google,1,"BUANG BUANG DUIT DOANG BELI PAKET MAHAL-MAHAL KAYA GA KE KAPAI SAMA SEKALI, BUAT WA AJA JAM DINDING, YOUTUBE RELOAD TERUS, YA AMPUN. NONTON MUTER"" GAMBAR BUREM (144p), TAU TAU BESOK UDAH ABIS AJA PAKETAN. NUNGGU ABIS PAKET SAMPE BULAN MEI AJALAH, BYE BYE PROVIDER GA BISA INTROSPEKSI",2026-04-24 12:40:58
Pengguna Google,5,mantab,2026-04-24 12:40:49
Pengguna Google,1,Sinyal dibenerin lah,2026-04-24 12:35:53
Pengguna Google,5,berguna,2026-04-24 12:33:44
Pengguna Google,1,parah eror Mulu..lewat telpon juga samanya.. kebanyakan dikorup,2026-04-24 12:28:40
Pengguna Google,3,"tolong indosat saya isi pulsa reguler tiba"" kesedot sendiri. padahal kuota utama masa aktif masih lama tiba"" habis sendiri pulsa saya dan 1 lagi sinyal nya makin lama makin susah terima kasih!!",2026-04-24 12:19:36
Pengguna Google,1,harga quota doang mahal jaringan minus cacad wkwkwk,2026-04-24 12:16:08
Pengguna Google,5,Aplikasi nya sangat bagus,2026-04-24 12:02:00
Pengguna Google,1,"kecewa ... beli paket 60GB/30 hari - 2GB perhari tapi keluarnya mentok cuma di 1,5 GB setelah itu sinyal hilang ? lalu yang 500mb di kemanain ?? baiyuuh ...",2026-04-24 11:58:05
Pengguna Google,5,sangat bagus dan menarik manyak masyarakat,2026-04-24 11:48:02
Pengguna Google,1,"sekarang jaringan semakin buruk, sering gangguan",2026-04-24 11:46:29
Pengguna Google,1,hari' ini sering ngelek kayak Thai kadang lancar kadang ngelek,2026-04-24 11:45:50
Pengguna Google,1,"myim3 jahat bgt jir, gua udh berkali kali nyoba main game biar dapet kuota free kaya sengaja bgt di kalahin trs, kata gua kalo emg gamau rugi mending gausah bikin kaya begituan si? kikir bgt cih",2026-04-24 11:42:36
Pengguna Google,3,jaringan lemot,2026-04-24 11:36:42
Pengguna Google,1,maling pulsa,2026-04-24 11:33:13
Pengguna Google,1,makin parah banget sinyalnya payah,2026-04-24 11:26:35
Pengguna Google,3,"Please bgt deh Im3 beli paketan yang 30 ribu 15 GB buat 10 hari baru di pke 4 hari kok udah mau abis? padahal aku belum scroll tiktok & Instagram selama 4 hari tersebut, bahkan main hp pun jarang,tau tau kuota tinggal 400 MB. Ini gimana si makin sini makin nyedot kuota banget jadi gak recommended nih Im3",2026-04-24 10:54:49
Pengguna Google,5,sangat lancar di mana pun kita berada dan tidak mempunyai batas pakai,2026-04-24 10:41:37
Pengguna Google,2,"bayarin pulsa daruratnya di potong dari kouta utama terus potongannya gak sesuai sama pinjaman pulsa darurat, pulsa daruratnya 5gb di potongnya sampe 7gb.",2026-04-24 10:40:08
Pengguna Google,1,"apk gajelas, suka tbtb ada sms flash apalah tbtb ke web apalah ngeganggu bgt tau ga",2026-04-24 10:17:25
Pengguna Google,1,harga kuota makin naik ga ngotak tpi kualitas jaringan smakin jelekk,2026-04-24 10:12:59
Pengguna Google,5,sangat membantu,2026-04-24 09:58:43
Pengguna Google,3,mohon maaf kenapa Im3 Ooredoo ini agak lain makin hari makin lemot pdhl data sy pake sy bnyk percuma ada paket data tapi internetnya lemot sekali,2026-04-24 09:41:11
Pengguna Google,1,makin hancur.. bukan nya makin baik,2026-04-24 09:33:56
Pengguna Google,1,"KARTU TOLOL BANYAK BET IKLAN POP UP, MENDING MAKE KARTU LAEN JANGAN PAKE KARTU INI",2026-04-24 09:23:03
Pengguna Google,1,kuota apps ga guna mending diapus aja. ratain kuota utama. ga ada gunanya,2026-04-24 09:03:00
Pengguna Google,1,jaringan lemot,2026-04-24 08:56:08
Pengguna Google,1,semakin busuk,2026-04-24 08:52:48
Pengguna Google,2,"kenapa sii mesti aja tiba² otomatis ngarah ke chrome?? ganggu bgtt, uda nyoba di blockir di nonaktifin ttp ajaa, kalo lagi zoom daring, chat wa dll, kan ngeganggu bgtt, mohon perbaiki dong, sekalian kasih cara biar ga tiba² pindah ke chrome im3, org uda ada apk knp mesti kesitu, gitu pula sinyall lemot² an",2026-04-24 08:39:49
Pengguna Google,1,"udah 6 tahun pake Indosat cuman tahun 2026 doang sinyal. ga karuan, kenapa ini apakah ada gangguan atau apa, teman saya yang lain pake kartu lain aman aman aja, tapi Indosat sekarang buat sekedar searching aja ga bisa dan gangguan sinyal ini bisa sampe 10-20 mnit, dan berkali-kali dalam 1 hari, udah 1 bulan seperti ini, tolong kejelasannya IM3",2026-04-24 08:38:32
Pengguna Google,1,"ini kenapa ada sms dilayar diklik batal malah masuk dichrome, GANGGU BANGGET UDAH ADA APLIKASI APA GUNANYA",2026-04-24 08:36:15
Pengguna Google,1,sinyal mu sangat sangat tidak jelas paham sinyal full tapi di buat main game ga bisa terhubung di buat main tiktok nga ada terhubung juga padahal sinyal full gimana ini Haduhh payah kali,2026-04-24 08:15:45
Pengguna Google,1,"sinyal lemot banget,ajukan keluhan kagak ada perbaikan sama sekali.percums mau di gimanain juga tetep jelek,buat laporan gak ada solusi tetep aja jelek hilang timbul,lama lama ganti juga",2026-04-24 08:09:09
Pengguna Google,5,ni kartu mau nyah apa sih hujan engga mati listrik engga tapi sinya masih aja jelek,2026-04-24 07:40:43
Pengguna Google,1,Uda gak kayak dl Indosat. dl sinyal bagus skrng gak BS d gunakan. 20 tahun q pakai perdana ini. Krn sinyal d tempat q hilang terus. terpaksa q gak isi quota LG. berat sebener nya tp harus q lakukan Krn buat internetan gak bisa LG,2026-04-24 07:38:18
Pengguna Google,1,"HABIS ISI PULSA BUAT MEMPERPANJANG MASA TENGGANG TAPI PULSA SERING KESEDOT PADAHAL GA BERLANGGANAN APAPUN, GA DIBUAT UNTUK APA APA EMANG PANTQ INI INDOSAT",2026-04-24 07:24:03
Pengguna Google,1,kartu apasih ini nih gajelas banget lahh lagi main game juga malah ngeleg,2026-04-24 07:07:46
Pengguna Google,1,"Mas mohon maaf menyampaikan FAKTA saya pengguna IM3 ingin mengeluhkan ya SAAT BERMAIN GAME SERING BERMASALAH TIBA TIBA LAG DAN PATAH PATAH, KAMU TAHU KAN GAME ONLINE? EMANG BISA DI PAUSE? itu MENGANGGU KENYAMANAN BERMAIN......mbok ya tolong lah di benarkan provider nya SINYAL NYA SIH 4G tapi kok waktu nge game NGE LAG DAN PATAH PATAH INI DI KOTA BESAR LOH YAH????? tolong di benarkan apalagi notif nya yang GANGGUUUUUUUU BANGEEET",2026-04-24 06:52:46
Pengguna Google,1,kirain saya saja yang sinyal nya jelek yang lain ternyata juga sama,2026-04-24 06:31:11
Pengguna Google,1,JELEK BANGET PULSA GUA SERING KESEDOT PADAHAL GA PERNAH ADA UTANG PULSA,2026-04-24 06:28:15
Pengguna Google,1,sinyal jelek Kouta mahal cuih,2026-04-24 06:04:41
Pengguna Google,1,"tolong lah pihak Indosat sinyalnya mohon diperkuat,, masa buat maen game sinyal nya lemot banget akhir2 ini",2026-04-24 06:00:27
Pengguna Google,1,"harga'nya mahal iya, signal'nya semakin kagak jelas lemot banget",2026-04-24 05:59:16
Pengguna Google,5,bgaus,2026-04-24 05:33:39
Pengguna Google,1,"jangan beli kartu ini,gajelas sinyalnya ilang Mulu,merugikan orang aja mending beli kartu Telkomsel!!!",2026-04-24 05:32:25
Pengguna Google,1,keterangan sinyal 4.5G di hp tapi lemotnya na'uzubillahiminzalik. tolong dong dibenerin ya nyed. mahal² beli kuota ngntd,2026-04-24 05:14:48
Pengguna Google,5,cek,2026-04-24 05:14:06
Pengguna Google,5,job komplit,2026-04-24 04:59:23
Pengguna Google,1,mau komplan.pulsaku ada 100 ribu data paket masih ada.aku baru beli pulsa 100 ribu dalam waktu 2 jam pulsa berkurang jadi 98 ribu.aku sangat kecewa pakai im3.,2026-04-24 04:42:55
Pengguna Google,1,im3 operator pling lemot nyesell gua beli SIM-card im3 sinyal pling lemot dan GK bermutu sering ganguan,2026-04-24 04:39:14
Pengguna Google,1,jelek sinyal nya,2026-04-24 04:27:31
Pengguna Google,2,"JARIINGAN BENER"" PAYAAAH.. Kita disini bayar yaa.. klo emng buruk terus.. pelanggan akan kabur !! siang siang jg error terus. kita bekerja sangat membutuhkan internet yg stabil. TOLONG JGN MENGEWAKAN KAMI !!!!!",2026-04-24 04:26:59
Pengguna Google,1,"Pelayanan indosat makin hari makin buruk. Setiap kali hp dimatikan, direstart, atau mode pesawat, harus nunggu berjam-jam agar dapat sinyal kembali. Itu pun belum bisa langsung dipakai untuk internetan, masih harus nunggu lagi",2026-04-24 04:24:27
Pengguna Google,1,"aplikasi nya ngeselin selalu ceklis satu setiap mau komplen terkait sinyal internet yang setiap bulan ada aja ilang pergi ke planet mars kah itu sinyal, beli kuota 300gb berasa rugi bgt, setiap bulan ada kali Ampe seminggu lebih gak ada sinyal internet nya khusus di daerah jakarta Pademangan Barat,, berasa di kampung padahal di jakarta!! coba di tingkatkan kembali,! pdhl udh jd pelanggan lama Indosat dan tri . customer care yg namanya Yuni resain aj,",2026-04-24 04:14:12
Pengguna Google,1,"im3 udah mah sinyal nya jelek,nge lag, mana tiba tiba masuk web lagi, nyesel ganti ke im3 dari Telkomsel, padahal rumah dah deket tower, masih aja nge lag, gimana ini",2026-04-24 04:04:56
Pengguna Google,1,"saya sudah top up pulsa kenapa pulsanya gak masuk padahal ada notif SMS klo pulsa saya sudah masuk, pas mau beli kuota malah pulsa gak cukup. ini gimana sih",2026-04-24 03:58:47
Pengguna Google,5,Bagus praktis,2026-04-24 03:56:04
Pengguna Google,5,kikir anjirrr padahal jaringan full malah ngeleg😂,2026-04-24 03:50:47
Pengguna Google,1,"wahai im3 yang terhormat , ini bagaimana konsep kalian? sudahlah tidak ada 30 hari masa aktifnya , harga makin mahal!!! sekarang poin pun bisa hilang ya!!! tolong lah jangan buat pengguna lama im3 kecewa terus! makin kesini kok makin kesana. kalau gini terus terpaksa lah harus pindah kelainnya saja, terimakasih!",2026-04-24 03:43:35
Pengguna Google,1,"jelek banget jaringan makin hancur , gak mau lagi pake Indosat",2026-04-24 03:25:01
Pengguna Google,1,bahkan lebih lancar pakai xl lebih baik pakai xl aja indosat udah mah mahal sinyal buruk,2026-04-24 03:19:52
Pengguna Google,1,transaksi aneh,2026-04-24 03:16:49
Pengguna Google,1,jaringan nya lag banget jangkrek,2026-04-24 03:12:48
Pengguna Google,2,jaringannya di bagusin,2026-04-24 02:52:28
Pengguna Google,5,"kenapa belakangan ini mau buka aplikasi berat banget,di coba di hapus dulu malah susah log, in",2026-04-24 02:45:46
Pengguna Google,1,"jaringan jelek ga pernah di perbaiki, udh hubungin cs sma aja udh ini itu ini itu sama aja, gua berani ngasih bintang 1 karena emang bener bener udh ga ketolong jaringannya, udh mah mahal jaringan ga sesuai ekspektasi 😂,lucu banget emang inisial ""Indosat"" ini kalo soal jaringan sma harga, bener bener ga sesuai 😹, dipake YouTube, TikTok, Game, Instagram, LOADINGGG, jangan pake Indosat asli kalo ga mau nyesel mending yang lain aja",2026-04-24 02:40:36
Pengguna Google,5,sinyal lebih di perkuat lagi,2026-04-24 02:19:46
Pengguna Google,1,"Sinyal ku bagus walaupun di dalam rumah tapi kenapa pulsa saya berkurang padahal saya punya paket internet dan saya tidak melakukan apapun, kalau pun berkurang kasih tau apa alasan berkurang pulsa saya,aneh padahal saya punya kuota internet.",2026-04-24 01:52:56
Pengguna Google,5,ok bnget paketnya,2026-04-24 01:15:02
Pengguna Google,3,banyak komentar jelek nya jadi males mau download,2026-04-24 00:40:04
Pengguna Google,5,tolong segera di benahi masalah gangguan signal yg sering trjadi,2026-04-23 23:53:19
Pengguna Google,5,"jaringan ini sangat jelek, paket kuota mahal, ga ada angin ga ada ujan, balok sinyal full 4G kecepatan 3.00/KB/s,tapii lemot nya minta ampun. sering error muterrr, bikin rugi waktuu dan duit. tolong perbaiki co",2026-04-23 23:48:23
Pengguna Google,5,steady,2026-04-23 23:30:32
Pengguna Google,5,baik,2026-04-23 23:30:30
Pengguna Google,2,kenapa Im3 gak bisa nerima sms yaa??? dari kemaren sy cek kuota lewat sms USAGE berkali2 kog gak ada jawaban sms ... biasanya selalu gercep kenapa lelet?? tolong lha indosat mana sinyal naik turun mulu,2026-04-23 22:19:59
Pengguna Google,5,good,2026-04-23 20:02:20
Pengguna Google,1,"Jaringan tidak stabil, jelek.",2026-04-23 19:48:43
Pengguna Google,5,baguss bangetttttttttttt,2026-04-23 18:56:20
Pengguna Google,1,bulan bulan ini hot promo udh hilang paket pun mahal anj,2026-04-23 18:24:17
Pengguna Google,5,mantap lur,2026-04-23 18:05:49
Pengguna Google,3,masih sering lag saat main game mobile legend akan dtmbhin lgi bintang 5 klo sdh tidak lag ya,2026-04-23 17:57:58
Pengguna Google,5,mantap,2026-04-23 17:05:45
Pengguna Google,5,sangat memuaskan,2026-04-23 16:48:43
Pengguna Google,1,"jelek sinyal nya, internetan aja ngelag mulu,lebih baik di hapus lah,ga berguna",2026-04-23 16:48:27
Pengguna Google,1,sinyal nya knpa dah njir udh 2 Minggu ini leg mulu Gajelas bet lu Indosat,2026-04-23 16:26:17
Pengguna Google,1,PERBAIKI LAGI SINYAL NYA PLEASEE!!!! .,2026-04-23 16:03:33
Pengguna Google,1,Indosat makin kesini bukan makin bagus.malah makin merosot pesat kinerja nya.jaringan parah udh di restart di air plan tetep ga ada sinyal. makin lemot jaringan pdhal di pusat kota jakarta,2026-04-23 15:29:07
Pengguna Google,1,"jaringan jelek sering ada gangguan,, klo kayak gini jaringan bakalan ganti ke kartu lain",2026-04-23 15:26:16
Pengguna Google,1,sinyal bukan nya tambah bagus malah tambah jelek 2026 ganti kartu fa,2026-04-23 15:22:39
